Player;Pos;Squad;Min;Expected Assists;Passes Completed %;Completed Passes into Final third;Yards Progressed From Passes;Shot-Created Dribbles;Successful Dribbles;Successful Dribbles %;Successful Pressures;Interceptions;Tackles Won;Fouls Made;Aerial Duels Won %
Jaïro Riedewald;CM;Crystal Palace;1820;0.05;84.9;2.28;114.4;0;0.59;54.5;4.21;1.19;1.04;1.09;48.3
Emiliano Rigoni;W;Elche;1139;0.15;74.3;1.02;81.2;0;1.42;47.4;2.6;0.39;0.79;1.65;33.3
Tomás Rincón;CM;Torino;2846;0.06;84.1;3.73;187.4;0.03;0.92;70.7;5.51;0.95;1.49;2.28;52.3
Luis Rioja;W;Alavés;2090;0.14;67;1.34;93.7;0.22;1.85;59.7;3.32;1.34;0.65;0.82;36.4
Renaud Ripart;W;Nîmes;3054;0.04;68.6;1.98;122.7;0.24;1.18;47.1;5.84;1.12;0.88;0.86;48.1
Andrea Rispoli;W;Crotone;652;0.08;70.4;1.25;236.5;0;0.56;50;3.19;0.56;0.69;1.11;50
Mihailo Ristić;W;Montpellier;2236;0.06;77.7;3.06;322.8;0.08;0.77;47.5;3.67;1.17;1.13;1.13;58
Matt Ritchie;FB;Newcastle Utd;1350;0.1;67.7;1.8;232;0;0.4;75;2.13;1.53;0.6;0.8;40.5
Maxence Rivera;W;Saint-Étienne;239;0.04;74.5;2.96;127;0;1.85;35.7;8.52;1.48;2.22;0.74;0
Emmanuel Rivière;FW;Crotone;640;0.08;76.4;0.7;33.9;0;0.28;33.3;2.96;0.56;0.42;1.41;28.2
Rober;CB;Levante;1425;0.04;85.1;3.42;327.7;0;0.38;100;3.92;2.41;0.89;1.2;39.7
Roberto;GK;Valladolid;1170;0;48.7;0.23;478.8;0;0;0;0;0;0;0;0
Sergi Roberto;FB;Barcelona;946;0.19;90.2;5.05;322.1;0;0.76;88.9;2.1;0.76;0.67;0.67;44.4
Tyler Roberts;AM;Leeds United;1340;0.12;72.2;1.68;83.2;0.2;1.14;63;4.3;0.6;0.54;1.54;45.5
Andrew Robertson;FB;Liverpool;3383;0.18;79.9;4.71;423.4;0.11;0.77;54.7;3.19;0.9;0.74;0.61;59.1
Antonee Robinson;FB;Fulham;2162;0.07;72.6;1.67;294.7;0.04;2;70.6;3.5;1.83;1.13;0.83;58.2
Callum Robinson;FW;West Brom;1560;0.05;70.9;1.21;66.8;0.4;1.33;62.2;3.53;0.81;0.4;0.17;20.6
Jack Robinson;FB;Sheffield Utd;877;0.09;80.6;2.47;242.3;0.1;0.31;75;2.58;1.65;1.03;1.03;53.8
Joel Robles;GK;Betis;1620;0;62.8;0.33;410.2;0;0;0;0;0;0;0.06;0
Hal Robson-Kanu;FW;West Brom;561;0.06;74.4;1.13;38.4;0.16;0.97;37.5;2.26;0.65;0.48;2.42;19.4
Marc Roca;CM;Bayern Munich;177;0;90.2;4;364;0.5;2.5;100;6.5;0.5;2;3;33.3
Christopher Rocchia;FB;Marseille;22;0;93.3;0;210;0;0;0;10;0;5;10;0
Rubén Rochina;W;Levante;1404;0.13;72.1;4.74;245.8;0.13;2.63;78.8;6.54;1.41;1.99;2.5;62.9
Marek Rodák;GK;Fulham;180;0;80.4;0;268;0;0;0;0;0;0;0;0
Sebastian Rode;CM;Eintracht Frankfurt;1625;0.07;83.9;4.36;222.4;0.06;0.39;77.8;6.24;2.38;1.66;1.66;55.3
Joe Rodon;CB;Tottenham;733;0;88.8;1.11;229.3;0;0;0;2.47;1.6;1.11;0.25;68.6
Rodri;CM;Manchester City;2748;0.06;91.5;7.84;337.6;0.2;0.95;82.9;6.46;1.31;1.97;1.44;76.5
Rodrigo;AM;Leeds United;1288;0.17;75.4;2.73;121.1;0.35;1.26;62.1;4.62;0.63;0.91;1.4;42.4
Rodrigo;AM;Betis;537;0.08;84.6;2.33;146.8;0;1.17;63.6;3.5;0.33;0.33;0.17;11.1
Kévin Rodrigues;FB;Eibar;1095;0.06;67.6;2.95;222.7;0.08;1.15;51.9;4.1;1.15;0.9;0.74;26.5
Óscar Rodríguez Arnaiz;AM;Sevilla;511;0.16;76;3.16;207.2;0.18;1.75;50;5.61;1.4;2.46;2.46;46.7
Ángel Rodríguez;FW;Getafe;1374;0.03;66.7;0.65;22.2;0;0.59;31;3.4;0.13;0.13;1.76;25.2
Guido Rodríguez;CM;Betis;2864;0.02;85.2;3.62;213;0.13;0.88;84.8;6.98;1.82;2.17;1.89;58.2
James Rodríguez;AM;Everton;1764;0.28;79.1;5.31;284.9;0.2;1.48;63;3.11;0.82;0.71;0.87;25
Jay Rodriguez;FW;Burnley;1265;0.12;73.5;0.78;43.3;0.28;1.06;48.4;4.75;0.28;0.99;2.2;34.4
Miguel Rodríguez;W;Celta Vigo;30;0;68.8;0;130;0;3.33;100;10;0;6.67;6.67;0
Ricardo Rodríguez;FB;Torino;1238;0.02;84.3;3.12;264;0;0.58;61.5;3.19;1.74;1.09;0.94;58.1
Víctor Rodríguez;W;Elche;426;0.13;91.1;5.53;250.4;0;0.43;40;5.11;1.91;0.85;1.91;55.6
Rodrygo;W;Real Madrid;983;0.28;81;1.74;116.8;0.46;1.74;44.2;4.5;0.64;0.64;1.47;39.1
Marko Rog;CM;Cagliari;1165;0.05;87.5;3.72;180.8;0;1.63;87.5;6.98;0.93;1.94;2.56;36.4
Rogério;FB;Sassuolo;1877;0.07;84.8;2.87;253.6;0.05;1.15;54.5;3.54;1.2;0.72;1.34;57.6
Luis Rojas;AM;Crotone;104;0;78;1.67;72.5;0;5.83;50;5;3.33;0;1.67;100
Alessio Romagnoli;CB;Milan;1907;0.02;90.5;1.93;248.4;0;0;0;2.45;0.66;0.42;0.99;69.9
Cristian Romero;CB;Atalanta;2545;0.04;90.5;1.77;224.6;0.04;0.35;66.7;6.11;2.86;1.63;2.51;67.5
Oriol Romeu;CM;Southampton;1763;0.06;82.8;3.16;187;0;0.56;84.6;5.31;1.38;1.79;1.53;55.6
Cristiano Ronaldo;FW;Juventus;2802;0.09;78.5;1.9;90.8;0.58;1.86;64.4;1.96;0.26;0.1;0.55;58
Facundo Roncaglia;FB;Osasuna;1232;0.01;69.6;2.55;274.5;0.07;0.22;50;3.94;0.88;1.09;1.09;61.4
Valentin Rongier;CM;Marseille;1887;0.05;87;4.48;203.6;0.05;1.1;67.6;8.24;1.62;3.48;2.19;49.1
Marten de Roon;CM;Atalanta;3021;0.06;87;7.35;332.4;0;0.42;66.7;6.88;2.05;1.99;1.96;60.7
Jérôme Roussillon;FB;Wolfsburg;1229;0.11;75;2.04;263.5;0.07;0.88;54.5;5.11;0.95;1.02;0.73;37.5
Nolan Roux;FW;Nîmes;651;0.04;67.5;0.56;31.4;0;0.42;100;3.89;0.28;0.83;1.53;22.5
Nicolò Rovella;CM;Genoa;1187;0.11;85;3.71;247.7;0.08;0.68;75;5.15;1.36;1.21;1.52;27.8
Amir Rrahmani;CB;Napoli;1094;0;92;1.31;259;0;0.25;100;3.61;0.66;0.82;0.82;63.6
Rubén;GK;Osasuna;187;0;65.6;1.43;910.5;0;0;0;0;0;0;0.48;0
Waldo Rubio;W;Valladolid;375;0.02;67.8;3.33;143.1;0;1.19;45.5;5.48;0.24;1.19;1.9;0
John Ruddy;GK;Wolves;91;0;79.2;0;323;0;0;0;0;0;0;0;0
Antonio Rüdiger;CB;Chelsea;1710;0.02;90.7;5.84;402.6;0;0.16;50;3.47;0.79;0.95;0.84;75.8
Sebastian Rudy;CM;Hoffenheim;1678;0.12;73.4;3.71;234.9;0.05;0.48;50;6.56;0.43;1.61;1.61;42.1
Sebastian Rudy;CM;Schalke 04;180;0.05;66.9;1.5;420;0;0.5;100;4.5;0;0.5;0.5;71.4
Kevin Rüegg;FB;Hellas Verona;205;0;68.3;1.74;105.2;0;1.74;100;5.22;0.43;1.3;0.87;28.6
Daniele Rugani;CB;Cagliari;1001;0;87.7;0;412;0;0.27;100;4.86;1.35;1.17;2;62.5
Daniele Rugani;CB;Rennes;90;0.04;79.8;1.8;220;0;1;100;3;0;2;1.35;68.9
Matteo Ruggeri;FB;Atalanta;208;0;81.4;1.74;239.1;0;0.43;50;2.61;1.74;0.87;1.3;66.7
Mário Rui;FB;Napoli;1669;0.11;81.5;3.46;377.7;0.05;0.81;65.2;3.24;1.57;1.03;0.92;45.8
Aitor Ruibal;W;Betis;1593;0.14;75.7;2.03;121.5;0.51;2.09;55.2;5.54;1.19;1.36;2.03;42.9
Fabián Ruiz Peña;CM;Napoli;2569;0.1;88.8;7.3;330;0.11;0.7;64.5;4.95;1.4;1.4;0.39;54.5
Isma Ruiz;CM;Granada;67;0;71.4;1.43;57.1;0;0;0;2.86;0;2.86;0;20
Kays Ruiz;CM;Paris Saint-Germain;186;0;87.8;6.19;249;0;2.38;50;5.24;0.48;0.48;1.9;25
Víctor Ruiz;CB;Betis;2157;0;88.2;2.17;344.5;0;0.17;100;2.04;1.92;0.46;0.96;64.2
Gerónimo Rulli;GK;Villarreal;180;0;80.2;0;534;0;0;0;0;0;0;0;0
Georginio Rutter;FW;Rennes;44;0.07;79.7;0;56.7;0;0;0;8;2;4;1.11;50
Georginio Rutter;FW;Hoffenheim;241;0.2;60;0;12;0;2.96;57.1;5.56;0.37;0.74;10;50
Mathew Ryan;GK;Arsenal;270;0;92.5;0;264.7;0;0;0;0;0;0;0;0
Mathew Ryan;GK;Brighton;990;0;78.7;0.09;376.9;0;0;0;0;0;0;0.09;0
Julian Ryerson;FB;Union Berlin;1069;0.11;73.5;1.26;203.4;0.08;1.01;70.6;4.79;1.09;0.84;0.84;35.7
Frederik Rønnow;GK;Schalke 04;945;0;74.2;0.1;403.9;0;0;0;0;0;0;0;0
João Victor Santos Sá;W;Wolfsburg;469;0.19;78.5;1.15;80.8;0.19;2.31;80;7.88;1.35;1.54;1.54;33.3
Roli Pereira de Sa;AM;Nantes;56;0;91.5;6.67;240;0;6.67;80;11.7;1.67;5;1.67;0
Idriss Saadi;FW;Strasbourg;125;0.14;60;0;16.4;0.71;1.43;66.7;7.14;0;0;0.71;54.5
Youssouf Sabaly;FB;Bordeaux;2909;0.05;84.8;2.91;315.1;0.25;1.39;57;2.97;1.55;1.24;1.02;53.4
Mathys Saban;CM;Saint-Étienne;13;0;100;10;20;0;0;0;10;0;0;0;0
Marcel Sabitzer;CM;RB Leipzig;2026;0.1;79.5;5.38;256.8;0;0.71;66.7;4.53;1.6;1.2;0.98;50
Alexis Saelemaekers;W;Milan;2016;0.13;80.1;1.88;113.3;0.22;1.96;66.7;7.1;1.25;1.38;1.34;21.9
Modibo Sagnan;CB;Real Sociedad;622;0.03;86.8;2.17;247.4;0;0.29;66.7;3.77;1.01;0.72;1.88;53.3
Allan Saint-Maximin;W;Newcastle Utd;1560;0.19;79.8;1.56;78.6;0.69;4.8;67.5;3.01;0.52;0.64;0.64;27.8
Borja Sainz;W;Alavés;453;0.08;76.8;1.2;66;0.2;1.6;33.3;8.4;1.2;1.2;2.8;20
Romain Saïss;CB;Wolves;2407;0.01;82;3.97;393.9;0.04;0.3;57.1;3;1.42;0.67;1.09;62.7
Bukayo Saka;W;Arsenal;2553;0.17;74.9;1.94;121.2;0.28;1.48;52.5;3.91;0.95;0.67;0.99;25.9
Hiroki Sakai;FB;Marseille;2385;0.05;82.9;2.6;289.7;0.04;0.45;52.2;4.64;1.43;2.3;1.58;56.5
Moïse Sakava;AM;Reims;8;0;100;10;300;0;0;0;0;0;0;0;0
Mamadou Sakho;CB;Crystal Palace;276;0;87.8;0.65;206.1;0;0;0;1.94;0;0.65;0.65;38.5
Jacopo Sala;FB;Spezia;375;0.12;85.5;2.86;375.2;0;0.71;50;3.57;0.71;1.19;1.67;37.5
Mohamed Salah;W;Liverpool;3078;0.18;83.2;1.78;113.4;0.18;1.46;50.5;4.5;0.26;0.38;0.64;28.8
Eddy Salcedo;FW;Hellas Verona;755;0.06;69.6;1.67;109.4;0.12;1.19;58.8;4.29;0.36;0.24;1.67;32.6
William Saliba;CB;Nice;1800;0;92.6;4.55;440.4;0;0.45;81.8;2.2;1.7;0.4;0.8;61.4
Romain Salin;GK;Rennes;1350;0;75.2;0.33;520.3;0;0;0;0.07;0;0;0;0
Mohammed Salisu;CB;Southampton;844;0;82.4;1.7;196.8;0;0.96;90;6.49;2.77;2.02;1.06;59.1
Roland Sallai;W;Freiburg;1661;0.07;71.8;2.16;110.7;0;0.86;32.7;3.68;0.54;0.7;2.65;40
Salvi;W;Cádiz;1933;0.06;56.4;0.56;100.3;0.05;0.42;36;3.91;0.84;0.56;0.74;33.3
Lazar Samardzic;AM;RB Leipzig;200;0.23;75.4;1.82;114.1;0.45;2.73;54.5;10.9;2.27;2.73;2.73;50
Diadie Samassékou;CM;Hoffenheim;2563;0.04;83.9;3.44;152.6;0.07;0.98;70;5.37;2.39;1.58;1.51;45.9
Mama Samba Baldé;W;Dijon;2161;0.03;69.7;0.75;37;0.29;1.17;45.9;4.13;0.54;0.83;1.58;37.4
Junior Sambia;FB;Montpellier;2448;0.09;78.9;3.27;295;0.11;1.51;48.8;3.49;1.25;1.29;0.88;46.3
Frédéric Sammaritano;AM;Dijon;1130;0.17;75;2.38;151;0;1.11;73.7;4.05;0.63;0.71;1.11;15
Fede San Emeterio;CM;Valladolid;1460;0.01;78.4;2.78;115.2;0;0.19;100;5.12;0.93;1.11;2.41;37.3
Antonio Sanabria;FW;Torino;978;0.08;76.3;0.92;35.1;0.09;0.83;47.4;3.3;0.92;0.37;1.56;36.5
Antonio Sanabria;FW;Betis;932;0.03;74.9;0.77;33.4;0;0.87;69.2;2.88;0.19;0.58;1.63;49.3
Oihan Sancet;AM;Athletic Club;1035;0.1;73.8;1.65;72.8;0.09;1.39;61.5;4.87;0.26;0.78;1.65;36.6
Renato Sanches;CM;Lille;1270;0.11;83.2;7.23;293.7;0.28;2.7;65.5;4.61;1.21;0.85;1.91;25
Juan Sánchez Miño;FB;Elche;495;0;84.3;1.45;179.8;0;1.27;63.6;2.18;0.73;0.91;2;44.4
Alexis Sánchez;FW;Inter;1146;0.46;78.3;3.07;154.6;0.24;2.2;68.3;4.96;0.87;0.79;1.5;54.2
Davinson Sánchez;CB;Tottenham;1486;0;86.9;1.21;285.7;0;0;0;2.97;0.85;1.52;1.33;62.5
Germán Sánchez;CB;Granada;2638;0;77.6;1.16;180.6;0;0.1;100;1.98;0.85;0.38;1.06;52.4
Javi Sánchez;CB;Valladolid;921;0.01;82.9;1.67;177.4;0;0.2;100;2.35;1.27;1.18;0.59;50
Manuel Sánchez;FB;Osasuna;976;0.08;73.6;3.98;287.9;0.19;0.74;53.3;5.93;1.02;1.02;1.48;34.8
Manuel Sánchez;FB;Atlético Madrid;49;0.6;77.4;0;216;0;0;0;0;0;0;0;0
Robert Sánchez;GK;Brighton;2430;0;71.6;0.93;469.5;0;0;0;0;0;0;0.07;50
Jadon Sancho;W;Dortmund;2062;0.3;78.7;2.45;232.2;0.48;3.97;55.8;4.06;0.61;0.48;0.04;18.5
Alex Sandro;FB;Juventus;1858;0.08;85.8;4.85;369.5;0.1;0.78;76.2;3.69;1.12;1.36;1.26;58.5
Leroy Sané;W;Bayern Munich;1805;0.32;74.7;1.84;119.7;0.7;3.68;60.7;6.97;0.6;1.04;0.7;29.6
Salif Sané;CB;Schalke 04;1071;0.03;83.3;1.93;326.4;0;0.59;77.8;3.03;1.51;0.59;1.26;80.2
Oier Sanjurjo;CM;Osasuna;2084;0.08;67.7;2.5;152.3;0;0.3;53.8;5.52;1.12;1.38;2.5;52.1
Mohamed Sankoh;FW;Stuttgart;17;0;100;0;0;0;0;0;0;5;0;0;0
Siriki Sanogo;CM;Benevento;10;0;100;0;40;0;0;0;0;0;0;0;0
Morgan Sanson;CM;Aston Villa;294;0.23;75.7;2.72;121.4;0;1.21;80;10.3;2.12;1.52;1.96;40.9
Morgan Sanson;CM;Marseille;826;0.03;75.8;2.12;156.4;0;0.87;53.3;8.26;1.3;2.07;1.82;55.6
Nicola Sansone;W;Bologna;1169;0.18;77;2.15;162.8;0.08;2;56.5;5.38;0.69;1.08;1.85;19.4
Baptiste Santamaria;CM;Angers;270;0.03;87.8;4.33;207.3;0;0.33;100;8;0.67;2;2.33;62.5
Baptiste Santamaria;CM;Freiburg;2209;0.06;76.4;3.1;158.6;0.08;0.9;57.9;5.84;2;1.71;1.39;58.9
Federico Santander;FW;Bologna;37;0.75;70.6;0;32.5;0;0;0;12.5;0;0;5;50
Davide Santon;FB;Roma;586;0.12;86.8;1.08;189.4;0;0.92;75;2.77;0.92;0.62;1.69;57.1
Samir Santos;CB;Udinese;2216;0.02;86.9;2.52;301.9;0.04;0.24;85.7;2.97;1.63;1.38;1.63;62.1
Riccardo Saponara;AM;Fiorentina;52;0.17;90.5;6.67;160;0;0;0;3.33;0;1.67;1.67;50
Riccardo Saponara;AM;Spezia;389;0.14;78.1;1.4;140.2;0.7;1.86;66.7;1.4;0.7;0.47;0.93;53.8
Ivan Šaponjić;FW;Cádiz;388;0;78.8;0.93;29.3;0;0.47;28.6;2.56;0.7;0;3.26;40
Pablo Sarabia;W;Paris Saint-Germain;1320;0.37;76.9;2.38;170.1;0.14;0.75;50;4.29;0.27;0.82;0.48;28.6
Josh Sargent;FW;Werder Bremen;2506;0.14;71.1;1.12;49.8;0.29;1.01;59.6;5.68;0.72;1.01;1.26;38.9
Bouna Sarr;FB;Marseille;76;0.02;88.3;4.2;366;0.2;2.5;50;7.5;1.25;1.25;2.2;53.3
Bouna Sarr;FB;Bayern Munich;452;0;91.7;3.75;372.5;0;2.8;82.4;3.8;0.8;1.8;3.75;25
Sidy Sarr;CM;Nîmes;463;0.1;81.5;2.75;173.9;0.2;0.98;100;4.12;0.78;1.18;1.76;70.6
Marco Sau;FW;Benevento;785;0.15;70.1;0.8;86;0;0.8;77.8;2.41;0.92;0.34;0.92;30.8
Téji Savanier;CM;Montpellier;2165;0.24;70.4;5.35;276.2;0.41;2.57;72.9;6.6;1.66;2.2;2.41;55.3
Stefan Savić;CB;Atlético Madrid;2953;0.01;86.3;3.75;286.8;0;0.18;85.7;2.99;1.07;0.79;0.88;68
Romaine Sawyers;CM;West Brom;1487;0.02;85;3.45;192.2;0;0.55;47.4;4.91;1.33;1.15;1.09;68.4
Gianluca Scamacca;FW;Genoa;1352;0.11;67.1;0.73;33.7;0.13;0.93;60.9;3.93;0.53;0.73;2.13;47.3
Dane Scarlett;FW;Tottenham;1;0;0;0;0;0;0;0;1;0;0;0;0
Fabian Schär;CB;Newcastle Utd;1246;0;77.7;2.9;334.9;0;0.51;53.8;2.39;1.59;0.65;1.59;44.4
Aurélien Scheidler;FW;Dijon;342;0.08;75;0;21.6;0;0.26;25;1.05;0;0.26;1.84;30.3
Nicolás Schiappacasse;W;Sassuolo;15;0;100;0;0;0;0;0;10;0;0;0;0
Pasquale Schiattarella;CM;Benevento;2247;0.11;81.2;5.28;264.9;0.04;0.52;72.2;4.24;0.92;1.4;1.52;60
Patrik Schick;FW;Leverkusen;1866;0.11;72.3;0.48;28.6;0.24;1.21;65.8;2.9;0.1;0.39;1.35;50.6
Sven Schipplock;FW;Arminia;744;0.11;54.9;1.33;42.5;0.12;1.08;60;9.4;0.36;0.96;4.58;41.1
Xaver Schlager;CM;Wolfsburg;2626;0.11;77.2;3.84;166.8;0.03;0.89;78.8;7.33;1.61;2.09;1.58;52.6
Keven Schlotterbeck;CB;Freiburg;1654;0.01;82.5;1.96;273.9;0;0.22;80;2.99;1.58;0.65;1.2;61.1
Nico Schlotterbeck;CB;Union Berlin;1285;0.01;81.5;4.27;324.4;0;0.63;69.2;4.41;2.59;1.4;1.61;58.9
Jeffrey Schlupp;W;Crystal Palace;1428;0.11;70.9;1.95;88.4;0.13;2.01;56.1;4.28;1.32;1.26;1.57;42.7
Kasper Schmeichel;GK;Leicester City;3420;0;72.7;0.18;379.9;0;0.03;50;0;0;0;0;0
Jonathan Schmid;FB;Freiburg;2393;0.08;76.7;3.12;334.3;0.11;0.75;58.8;3.53;0.83;1.02;0.64;46.8
Romano Schmid;AM;Werder Bremen;1177;0.08;71.9;2.9;138.4;0.08;1.3;58.6;5.8;1.22;1.53;1.37;22.6
Benno Schmitz;FB;Köln;416;0.09;72.4;3.7;355.2;0;0;0;6.52;1.74;1.3;1.74;42.9
Morgan Schneiderlin;CM;Nice;2197;0.05;88.1;5.25;275.9;0.04;0.45;73.3;5;1.48;1.56;1.76;60
Alessandro Schöpf;W;Schalke 04;942;0.04;79.8;1.62;91.4;0.29;1.81;55.9;6;0.67;1.14;1.14;31.8
Jerdy Schouten;CM;Bologna;2512;0.1;86.7;4.84;219.5;0.07;1.4;60;4.7;2.83;1.43;1.72;53.2
Nico Schulz;FB;Dortmund;610;0.04;82.5;3.38;315.4;0;0;0;4.85;2.06;1.32;1.18;54.5
Alexander Schwolow;GK;Hertha BSC;2340;0;79.1;0.27;479.2;0;0.04;100;0.08;0;0;0;0
Christopher Scott;AM;Bayern Munich;34;0;75;2.5;55;0;2.5;100;5;0;2.5;0;0
Matteo Scozzarella;CM;Parma;153;0.18;78;4.71;243.5;0;0;0;2.94;3.53;0.59;1.76;0
Simone Scuffet;GK;Udinese;90;0;71.4;0;646;0;0;0;0;0;0;0;0
Jacopo Segre;CM;Torino;191;0;87.9;3.81;144.8;0;1.43;50;5.24;0;2.38;0.95;40
Davie Selke;FW;Werder Bremen;813;0.08;58.7;0.67;47.1;0;0.44;36.4;5.33;0.22;0.22;2.33;48.9
Malik Sellouki;AM;Nice;66;0;66.7;4.29;111.4;0;4.29;42.9;7.14;2.86;0;1.43;0
Matz Sels;GK;Strasbourg;540;0;62.9;0.33;513.5;0;0;0;0;0;0;0;0
Nélson Semedo;FB;Wolves;2983;0.03;81.4;2.81;235.2;0.06;1.72;62.6;4.95;1.33;1.6;1.27;50.6
Léo Sena;CM;Spezia;885;0.01;88.4;11.4;322.8;0;2.24;78.6;5.51;1.33;1.53;0.71;33.3
Stefano Sensi;CM;Inter;603;0.15;82.4;5.52;260.9;0.3;1.49;58.8;4.48;1.49;1.49;1.34;25
Jaime Seoane;CM;Huesca;2064;0.05;76.8;2.4;115.2;0.04;0.83;50;5.76;0.83;1.66;1.88;57.7
Luigi Sepe;GK;Parma;3240;0;78.4;0.78;678.2;0;0.06;100;0;0;0;0;0
Suat Serdar;CM;Schalke 04;1953;0.07;76.5;2.21;102.1;0.05;1.66;60;5.21;1.06;1.66;1.29;41.9
Jean Seri;CM;Bordeaux;707;0.06;88;4.18;231.6;0.13;1.01;80;6.71;1.01;1.39;1.9;47.4
Femi Seriki;FB;Sheffield Utd;1;0;0;0;0;0;0;0;0;0;0;0;0
Ryan Sessegnon;FB;Hoffenheim;1574;0.1;77.8;2.91;264.1;0.06;0.8;43.8;5.54;1.14;1.43;2;38.5
Nils Seufert;CM;Arminia;343;0.08;81.2;3.16;116.8;0;1.05;80;5.26;0.53;2.11;2.11;57.1
Edgar Sevikyan;W;Levante;8;0;60;0;30;0;10;100;0;0;0;0;0
Stephan El Shaarawy;W;Roma;572;0.23;77.5;1.56;95.9;0.47;1.41;50;2.03;0.78;0.31;1.25;20
Jamie Shackleton;CM;Leeds United;461;0.06;88.3;1.37;122.9;0;0.2;33.3;3.53;1.18;0.98;0.59;40
Xherdan Shaqiri;W;Liverpool;556;0.48;83.6;4.03;250;0;0.97;100;5.32;0.65;0.65;1.77;30
Billy Sharp;FW;Sheffield Utd;735;0.07;69.9;0.24;20.5;0;0.85;70;4.15;0.37;0.61;1.83;26.5
Luke Shaw;FB;Manchester Utd;2654;0.18;81.6;2.95;374.1;0.03;1.29;63.3;4.68;0.98;1.49;1.42;48.6
Jonjo Shelvey;CM;Newcastle Utd;2617;0.09;73.8;4.54;264.9;0;0.79;79.3;2.61;1.48;0.86;1.07;55
Eldor Shomurodov;FW;Genoa;1677;0.11;70.8;0.7;46.6;0.16;0.91;41.5;5.86;0.38;0.91;2.1;34.9
Shola Shoretire;W;Manchester Utd;11;0;75;10;120;0;0;0;30;0;0;0;50
Mahame Siby;CM;Strasbourg;21;0;75;0;165;0;0;0;0;0;0;0;0
Abdoulaye Sidibé;W;Saint-Étienne;11;0;50;10;120;0;0;0;20;0;10;10;25
Djibril Sidibé;FB;Monaco;1980;0.11;83.4;5.32;470.2;0;0.45;62.5;4.23;2.09;1.64;1.45;57.7
Sidnei;CB;Betis;697;0;90.6;1.43;341.2;0;0;0;2.08;1.3;0.52;0.91;48.7
Kaj Sierhuis;FW;Reims;652;0.08;65.5;1.67;57.9;0;1.39;71.4;4.58;0.28;0.14;2.5;46.4
Tim Siersleben;CB;Wolfsburg;34;0;95.2;2.5;227.5;0;0;0;0;2.5;0;0;66.7
Gylfi Sigurðsson;AM;Everton;2253;0.19;79.1;2.08;138.1;0;0.6;57.7;4.56;1.24;0.84;0.88;40
Luca Siligardi;W;Crotone;49;0;77.3;8;196;0;0;0;10;0;4;0;0
Luca Siligardi;W;Parma;34;0;68.2;0;47.5;0;0;0;2.5;0;2.5;0;0
Adrien Silva;CM;Sampdoria;1599;0.05;87.5;4.49;232.8;0;0.56;66.7;7.98;1.91;1.46;1.97;33.3
André Silva;FW;Eintracht Frankfurt;2760;0.18;74.1;1.07;48.4;0.23;0.98;51.7;3.32;0.13;0.13;0.55;38.7
Bernardo Silva;AM;Manchester City;2065;0.16;89.7;3.54;147.3;0.22;1.79;70.7;4.85;0.92;0.92;0.74;25.6
Caio Henrique Oliveira Silva;FB;Monaco;2368;0.12;79.1;2.13;239.8;0.04;0.65;63;4.07;0.8;1.25;0.38;40.8
David Silva;AM;Real Sociedad;1399;0.26;83.5;5.1;211.6;0.39;1.68;59.1;4.39;1.23;0.9;1.55;35
Fábio Silva;FW;Wolves;1369;0.03;74.4;0.53;28.8;0.2;0.99;46.9;4.54;0.33;0.39;1.32;29.6
Florent da Silva;CM;Lyon;3;0;100;0;0;0;0;0;0;0;0;0;0
Gabriel Silva;FB;Saint-Étienne;355;0.05;83.4;4.1;301.3;0;1.03;100;4.1;1.54;1.28;1.28;54.5
Gastón Silva;FB;Huesca;600;0;86.8;3.58;303.3;0;0;0;4.63;1.34;1.79;1.49;50
Rui Silva;GK;Granada;2880;0;55;0.97;549.1;0;0.03;100;0;0;0;0.06;0
Thiago Silva;CB;Chelsea;1935;0.01;93.5;5.26;552.6;0;0.09;66.7;1.81;1.3;0.6;0.65;73.3
Marco Silvestri;GK;Hellas Verona;3060;0;44.6;0.38;418.7;0;0;0;0;0;0;0.06;0
Mohamed Simakan;CB;Strasbourg;1615;0.06;82.7;3.69;302.2;0.06;0.56;66.7;3.97;1.34;1.68;1.28;46
Giovanni Simeone;FW;Cagliari;1740;0.06;73.8;0.41;21.7;0.31;1.09;80.8;5.23;0.78;0.78;1.3;22.9
Moses Simon;W;Nantes;2324;0.13;64.8;0.97;88.4;0.23;1.9;51.6;2.98;0.7;0.66;0.66;40.4
Unai Simón;GK;Athletic Club;3330;0;70.6;0.43;486;0;0.03;100;0.05;0;0;0.05;0
Xavi Simons;CM;Paris Saint-Germain;2;0;75;1;14;0;0;0;2;0;1;0;0
Jóan Símun Edmundsson;AM;Arminia;58;0;73.3;1.67;71.7;0;0;0;5;0;1.67;5;25
Wilfried Singo;FB;Torino;1854;0.14;76.7;1.65;219.7;0.15;2.67;61.1;3.01;1.65;0.83;1.31;58.1
Daley Sinkgraven;FB;Leverkusen;1570;0.04;82;4.54;356.4;0.06;2.01;79.5;4.66;1.21;1.32;0.86;33.3
Dimitris Siovas;CB;Huesca;3071;0.01;82.8;2.26;289.9;0;0.32;84.6;2.76;1.2;0.88;1.17;68.8
Tobias Sippel;GK;Mönchengladbach;344;0;65.3;0.53;654.7;0;0;0;0;0;0;0;0
Salvatore Sirigu;GK;Torino;2880;0;70;0.44;418.1;0;0;0;0;0;0;0.03;0
