Player;Pos;Squad;Min;Goals;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Aerial Duels Won;Aerial Duels Won %;Touches Inside Opposition's Penalty Box;Expected Assists;Completed Passes into Penalty Box;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
David Silva;AM;Real Sociedad;1399;0.13;0.19;0.14;0.9;35;3.61;0.26;3.23;1.68;59.1;1.23;4.39
Fábio Silva;FW;Wolves;1369;0.26;0.35;0.11;2.11;29.6;5.86;0.03;0.39;0.99;46.9;1.25;4.54
Florent da Silva;CM;Lyon;3;0;0;0;0;0;0;0;0;0;0;0;0
Gabriel Silva;FB;Saint-Étienne;355;0;0;0;1.54;54.5;0;0.05;2.05;1.03;100;0.51;4.1
Gastón Silva;FB;Huesca;600;0;0;0;1.49;50;0.3;0;0.15;0;0;0.15;4.63
Rui Silva;GK;Granada;2880;0;0;0;0;0;0;0;0.03;0.03;100;0;0
Thiago Silva;CB;Chelsea;1935;0.09;0.05;0.09;2.56;73.3;0.88;0.01;0.33;0.09;66.7;0.09;1.81
Marco Silvestri;GK;Hellas Verona;3060;0;0;0;0;0;0;0;0.03;0;0;0;0
Mohamed Simakan;CB;Strasbourg;1615;0.06;0.08;0.1;1.28;46;1.51;0.06;0.61;0.56;66.7;0.45;3.97
Giovanni Simeone;FW;Cagliari;1740;0.31;0.42;0.19;1.24;22.9;4.3;0.06;0.16;1.09;80.8;1.5;5.23
Moses Simon;W;Nantes;2324;0.23;0.29;0.2;0.81;40.4;4.73;0.13;0.97;1.9;51.6;2.48;2.98
Unai Simón;GK;Athletic Club;3330;0;0;0;0;0;0;0;0.03;0.03;100;0;0.05
Xavi Simons;CM;Paris Saint-Germain;2;0;0.1;0.07;0;0;1;0;0;0;0;0;2
Jóan Símun Edmundsson;AM;Arminia;58;1.67;0.83;0.17;1.67;25;5;0;0;0;0;3.33;5
Wilfried Singo;FB;Torino;1854;0.05;0.05;0.11;2.09;58.1;1.75;0.14;1.02;2.67;61.1;1.21;3.01
Daley Sinkgraven;FB;Leverkusen;1570;0;0.02;0.07;0.63;33.3;1.09;0.04;0.92;2.01;79.5;1.49;4.66
Dimitris Siovas;CB;Huesca;3071;0.06;0.06;0.07;4.08;68.8;1.7;0.01;0.03;0.32;84.6;0.15;2.76
Tobias Sippel;GK;Mönchengladbach;344;0;0;0;0;0;0;0;0;0;0;0.26;0
Salvatore Sirigu;GK;Torino;2880;0;0;0;0;0;0;0;0;0;0;0;0
Issouf Sissokho;CM;Bordeaux;78;1.11;0.11;0.03;0;0;0;0;0;0;0;2.22;6.67
Ibrahima Sissoko;CM;Strasbourg;2581;0;0.05;0.05;2.02;69;1.18;0.01;0.45;0.87;64.1;1.11;5.54
Moussa Sissoko;CM;Tottenham;1585;0;0.02;0.12;0.97;41.5;0.57;0.03;0.34;0.97;56.7;0.8;4.26
Nelson Sissoko;FB;Saint-Étienne;474;0;0;0.02;2.26;54.5;0.19;0;0;1.13;54.5;0.57;2.64
Antonio Sivera;GK;Alavés;71;0;0;0;0;0;0;0;0;0;0;0;0
Jacques Siwe;FW;Dijon;169;0;0.21;0.12;1.58;42.9;3.16;0.11;0;1.05;50;2.11;4.74
Ellyes Skhiri;CM;Köln;2785;0.16;0.13;0.23;1.49;51.7;0.94;0.04;0.61;0.45;58.3;0.74;5.44
Łukasz Skorupski;GK;Bologna;2520;0;0;0;0;0;0;0;0;0;0;0;0
Andreas Skov Olsen;W;Bologna;1179;0.15;0.27;0.12;0.61;44.4;4.89;0.16;0.99;1.15;42.9;1.22;3.21
Robert Skov;W;Hoffenheim;1164;0.08;0.16;0.06;0.85;28.9;2.56;0.1;1.32;1.4;51.4;1.01;5.89
Milan Škriniar;CB;Inter;2777;0.1;0.06;0.12;1.23;52.1;0.84;0.01;0.39;0.19;66.7;0.32;2.72
Steven Skrzybski;W;Schalke 04;419;0;0.11;0.08;0.64;30;2.55;0.02;0.43;1.06;71.4;1.7;5.32
Petar Škuletić;FW;Montpellier;234;0.77;0.62;0.16;8.85;48.9;8.85;0.15;0.38;0.38;100;2.69;7.69
Islam Slimani;FW;Leicester City;20;0;0;0.04;15;75;10;0;0;0;0;0;10
Islam Slimani;FW;Lyon;579;0.47;0.44;0.15;2.5;47.1;7.66;0.23;1.25;0.47;50;1.56;3.44
William Smallbone;CM;Southampton;172;0;0.05;0.07;1.58;42.9;1.58;0;0.53;0.53;100;1.05;9.47
Chris Smalling;CB;Roma;1111;0;0.03;0.05;2.6;69.6;1.14;0.04;0;0.33;100;0.16;3.01
Emile Smith-Rowe;AM;Arsenal;1440;0.13;0.13;0.15;0.5;47.1;3.06;0.19;0.88;0.44;24.1;1;3.88
Robert Snodgrass;W;West Brom;526;0;0.03;0.05;1.72;43.5;1.9;0.05;0.86;0.52;50;0.69;4.31
Robert Snodgrass;W;West Ham;5;0;0;0;0;0;0;0;0;0;0;0;0
Cédric Soares;FB;Arsenal;746;0;0.02;0.03;1.2;41.7;1.33;0.11;0.84;0.72;60;1.08;4.22
Rafa Soares;FB;Eibar;1134;0;0;0.02;1.27;50;1.19;0.1;1.03;0.24;33.3;0.56;2.78
Rubén Sobrino;FW;Valencia;49;0;0;0;0;0;4;0;0;0;0;4;10
Rubén Sobrino;FW;Cádiz;1113;0.08;0.19;0.26;1.85;39;1.94;0.06;0.24;1.69;65.6;1.37;6.77
Simon Sohm;CM;Parma;899;0.1;0.12;0.23;1.1;64.7;0.6;0.03;0.3;0.9;60;1.1;3.1
Augusto Solari;W;Celta Vigo;486;0.37;0.24;0.25;2.22;48;3.7;0.24;0.93;1.11;42.9;1.67;5.93
Roberto Soldado;FW;Granada;1438;0.56;0.28;0.15;1.69;26.7;4.94;0.04;0.31;0.31;35.7;0.63;3.25
Carlos Soler;CM;Valencia;2735;0.36;0.09;0.09;0.69;44.7;1.22;0.15;0.76;0.76;57.5;0.66;3.36
Yann Sommer;GK;Mönchengladbach;2712;0;0;0;0;0;0;0;0;0;0;0;0.03
Son;FB;Levante;1106;0;0.04;0.07;1.06;50;2.52;0.1;2.28;0.98;50;0.89;3.5
Brandon Soppy;FB;Rennes;559;0;0.02;0.02;0.97;35.3;1.45;0.02;0.97;1.45;56.3;1.61;6.13
David Soria;GK;Getafe;2520;0;0;0;0;0;0;0;0.07;0;0;0;0
Roberto Soriano;AM;Bologna;3250;0.25;0.17;0.1;1.08;36.8;2.88;0.18;1.41;1.14;67.2;1.27;4.35
Alberto Soro;W;Granada;393;0.23;0.18;0.39;1.14;31.3;2.5;0.09;1.14;0.45;40;2.27;6.59
Borna Sosa;FB;Stuttgart;2042;0;0.03;0.04;0.97;56.4;2.07;0.26;1.94;1.41;68.1;1.15;2.6
Hugo Sotelo;W;Celta Vigo;1;0;0;0;0;0;0;0;0;0;0;0;0
Florian Sotoca;FW;Lens;2413;0.3;0.31;0.12;3.28;44.4;5.52;0.13;0.97;0.9;53.3;1.46;3.28
Riccardo Sottil;W;Cagliari;1184;0.15;0.15;0.08;0.38;25;4.39;0.14;1.89;2.88;74.5;2.95;1.97
Cheick Souaré;CM;Marseille;10;0;0;0;0;0;0;0;10;0;0;0;0
Tomáš Souček;CM;West Ham;3419;0.26;0.24;0.15;6;63;2.68;0.04;0.29;0.42;61.5;0.63;4.29
Rayan Souici;CB;Saint-Étienne;5;0;0;0;0;0;0;0;0;0;0;0;10
Cebio Soukou;W;Arminia;458;0.2;0.16;0.08;0.98;38.5;1.96;0.02;0.59;0.98;33.3;2.94;4.9
Adama Soumaoro;CB;Bologna;1755;0.05;0.06;0.17;3.59;78.7;0.51;0.01;0;0.15;100;0.1;3.95
Adama Soumaoro;CB;Lille;145;0;0.06;0.03;3.75;100;0.63;0;0;0;0;0;2.5
Boubakary Soumaré;CM;Lille;1919;0;0.01;0.03;1.31;60.9;0.56;0.06;0.33;1.13;85.7;1.08;3.9
Yaya Soumaré;W;Lyon;4;0;0;0;0;0;0;0;0;0;0;0;0
Arnaud Souquet;FB;Montpellier;1224;0.07;0.01;0.03;0.88;31.6;0.88;0.04;1.54;0.66;50;1.18;4.71
Ansou Sow;FW;Lens;6;0;0;0;10;100;0;0;0;0;0;0;0
Djibril Sow;CM;Eintracht Frankfurt;2175;0;0.02;0.05;1.03;50;0.91;0.07;0.5;0.74;64.3;1.32;7.19
Saidou Sow;CB;Saint-Étienne;1000;0;0.01;0.06;2.7;65.2;0.18;0.01;0.09;0.27;100;0.27;4.59
Çağlar Söyüncü;CB;Leicester City;1819;0.05;0.02;0.06;3.07;62.6;1.14;0.01;0.25;0.35;77.8;0.25;2.72
Leonardo Spinazzola;FB;Roma;2124;0.08;0.08;0.09;0.42;66.7;3.86;0.21;1.78;2.5;52.7;1.27;2.33
Marco Sportiello;GK;Atalanta;1261;0;0;0;0;0;0;0;0;0;0;0;0.07
Mattia Sprocati;W;Parma;22;0;0;0;0;0;0;0;0;0;0;0;10
Jerry St. Juste;CB;Mainz 05;2880;0;0.06;0.09;2.03;49.6;0.94;0.01;0.47;0.81;78.8;0.41;4.13
Benjamin Stambouli;CM;Schalke 04;1956;0;0;0.04;1.94;56.8;0.23;0.02;0.41;0.88;79.2;0.6;4.65
Josip Stanišić;FB;Bayern Munich;90;0;0.2;0.08;5;62.5;2;0;0;0;0;0;6
Niklas Stark;CB;Hertha BSC;2793;0;0.03;0.09;2.26;60.3;0.87;0.01;0.35;0.06;66.7;0.26;4.32
Renato Steffen;W;Wolfsburg;1566;0.29;0.25;0.14;1.38;46.2;3.1;0.14;1.26;0.69;63.2;1.21;4.54
Zack Steffen;GK;Manchester City;90;0;0;0;0;0;0;0;0;0;0;0;0
Pascal Stenzel;FB;Stuttgart;1276;0;0.01;0.03;0.7;47.6;0.42;0.02;0.21;0.63;69.2;0.21;4.08
Dale Stephens;CM;Burnley;261;0;0.07;0.05;1.72;55.6;1.72;0;1.03;0.34;100;1.72;5.17
Jack Stephens;CB;Southampton;1537;0;0.04;0.12;1.52;59.1;0.64;0.03;0.64;0.18;75;0.47;3.33
Raheem Sterling;W;Manchester City;2536;0.35;0.4;0.17;0.18;16.1;8.51;0.17;1.03;2.45;55.2;2.91;2.94
Enda Stevens;FB;Sheffield Utd;2700;0;0.04;0.07;1.27;49.4;1.5;0.05;1;0.97;64.4;0.83;3.07
Lars Stindl;AM;Mönchengladbach;1961;0.64;0.22;0.1;1.38;39.5;2.98;0.26;0.96;0.28;42.9;1.56;5.32
Kevin Stöger;AM;Mainz 05;538;0.5;0.27;0.18;0.5;33.3;2.17;0.15;1.5;0.83;100;1;5.5
John Stones;CB;Manchester City;1933;0.19;0.1;0.15;2.14;75.4;0.79;0;0.19;0.47;83.3;0.05;2.37
Thomas Strakosha;GK;Lazio;810;0;0;0;0;0;0;0;0;0;0;0;0
Tobias Strobl;CM;Augsburg;1846;0;0.02;0.09;1.66;46.6;1.02;0.04;0.44;0.39;53.3;0.83;4.83
Kevin Strootman;CM;Genoa;1314;0;0.03;0.08;2.31;54.5;1.03;0.12;0.38;0.62;81.8;0.48;6.58
Kevin Strootman;CM;Marseille;233;0;0;0;1.03;45.5;1.54;0.16;1.16;0.38;50;1.92;8.46
Pascal Struijk;CB;Leeds United;2075;0.04;0.1;0.17;2.21;53.1;0.87;0.01;0.09;0.17;80;0.39;5.11
Jens Stryger Larsen;FB;Udinese;2638;0.07;0.1;0.12;0.75;36.7;1.23;0.03;0.82;0.51;65.2;0.82;2.29
Stefano Sturaro;CM;Hellas Verona;423;0;0;0.04;1.91;50;1.06;0;0.64;0.21;50;1.49;4.89
Stefano Sturaro;CM;Genoa;445;0.2;0.08;0.08;1.22;30;0.82;0.04;0.41;0.41;33.3;1.84;5.51
Damián Suárez;FB;Getafe;2434;0.04;0.01;0.03;1.37;56.1;0.37;0.03;0.93;0.74;57.1;0.7;5.48
Denis Suárez;AM;Celta Vigo;2852;0;0.03;0.05;0.41;43.3;0.6;0.16;1.04;1.23;59.1;0.88;5.55
Luis Suárez;FW;Atlético Madrid;2508;0.75;0.48;0.14;0.9;41;6.45;0.12;0.82;0.39;27.5;1.15;1.54
Marek Suchý;CB;Augsburg;305;0;0;0;2.06;70;0;0;0.29;0;0;0;2.94
Niklas Süle;CB;Bayern Munich;1505;0.06;0.07;0.06;1.98;57.9;1.56;0.02;0.84;0.48;66.7;0.3;3.59
Suso;W;Sevilla;2210;0.12;0.09;0.04;0.2;26.3;2.72;0.18;2.2;2.07;77.3;1.87;2.76
Bosko Sutalo;CB;Atalanta;233;0;0;0;5.38;63.6;1.15;0.08;0;0.38;50;1.54;4.62
Mattias Svanberg;CM;Bologna;1852;0.24;0.19;0.07;0.92;48.7;1.41;0.12;0.87;1.02;65.6;1.31;3.83
Abdoulaye Sylla;CB;Nantes;8;0;0;0;0;0;0;0;0;0;0;0;0
Issiaga Sylla;FB;Lens;1116;0.08;0.12;0.15;2.26;56;1.53;0.03;1.05;1.77;59.5;1.37;4.92
Eddy Sylvestre;W;Nice;97;0;0;0;0;0;1.82;0;0;0.91;50;1.82;5.45
Ádám Szalai;FW;Mainz 05;733;0.12;0.26;0.14;4.94;40.4;6.42;0.07;0.37;1.48;63.2;2.96;5.06
Wojciech Szczęsny;GK;Juventus;2677;0;0;0;0;0;0;0;0;0.07;100;0;0
Frederik Sørensen;CB;Köln;99;0;0;0;4.55;62.5;1.82;0.09;0.91;1.82;100;0;8.18
Alexander Sørloth;FW;RB Leipzig;1443;0.31;0.36;0.12;5.5;65.7;7.63;0.14;1.44;1.25;62.5;2.94;6.63
Tachi;CB;Alavés;850;0;0.02;0.08;2.23;48.8;0.85;0.01;0;0.11;100;0;2.13
Jonathan Tah;CB;Leverkusen;2219;0.04;0.03;0.08;3.52;67.4;0.93;0;0.2;0.28;87.5;0.61;3.04
Waniss Taibi;AM;Angers;38;0;0;0;0;0;7.5;0;0;0;0;0;7.5
Flavien Tait;CM;Rennes;1368;0.07;0.16;0.1;0.79;50;3.62;0.15;1.18;1.84;58.3;1.97;6.18
Adrien Tameze;CM;Hellas Verona;2304;0.04;0.07;0.1;1.84;48;0.86;0.07;0.98;1.41;72;1.09;5.59
Japhet Tanganga;CB;Tottenham;487;0;0.04;0.1;2.04;55;0.56;0;0.56;2.22;85.7;0.74;4.07
Renato Tapia;CM;Celta Vigo;2701;0;0.03;0.05;2.33;56;0.57;0.03;0.27;0.83;89.3;0.93;5.7
Edmond Tapsoba;CB;Leverkusen;2652;0.03;0.04;0.06;2.61;64.2;0.75;0.02;0.34;0.61;72;0.44;4.58
Matt Targett;FB;Aston Villa;3404;0;0.01;0.04;2.22;60.9;1.19;0.08;1.4;0.42;76.2;0.42;3.47
James Tarkowski;CB;Burnley;3240;0.03;0.07;0.12;5.11;74.8;2.03;0.02;0.36;0.31;84.6;0.19;2.89
Ciprian Tătărușanu;GK;Milan;90;0;0;0;0;0;0;0;0;0;0;0;0
Percy Tau;AM;Brighton;103;0;0;0;0;0;3.64;0.27;0.91;2.73;100;1.82;2.73
Niklas Tauer;CM;Mainz 05;69;0;0;0;5;57.1;1.25;0;1.25;0;0;0;3.75
Heriberto Tavares;W;Brest;43;0;0.6;0.35;2;50;4;0;0;0;0;2;8
Sidnei Tavares;CM;Leicester City;85;0;0.11;0.05;1.11;50;1.11;0;0;1.11;100;3.33;7.78
Tomás Tavares;FB;Alavés;65;0;0;0;1.43;33.3;1.43;0;0;0;0;0;1.43
Charlie Taylor;FB;Burnley;2426;0;0;0.03;1.7;63.9;0.44;0.07;0.93;1;58.7;0.48;2.63
Neil Taylor;FB;Aston Villa;16;0;0;0;0;0;0;0;0;0;0;0;0
Allan Tchaptchet;CB;Southampton;13;0;0;0;10;100;0;0;0;0;0;0;0
Warren Tchimbembé;W;Metz;495;0;0.07;0.06;1.09;50;1.09;0.02;0.36;0.36;66.7;1.45;4
Aurélien Tchouaméni;CM;Monaco;3063;0.06;0.12;0.08;2.71;69.2;1.68;0.06;0.74;0.94;78;1.35;7.09
Álvaro Tejero;FB;Eibar;110;0;0;0.02;0.83;25;0.83;0.17;4.17;0;0;0;4.17
Nathan Tella;W;Southampton;745;0.12;0.22;0.12;0.36;14.3;3.01;0.1;0.96;1.93;64;3.25;6.75
Alex Telles;FB;Manchester Utd;690;0;0.03;0.04;1.43;52.4;0.39;0.14;1.82;0.39;50;1.04;2.86
Andrés Tello;CM;Benevento;413;0.22;0.09;0.06;3.04;58.3;3.04;0;0.22;0.65;50;0.87;6.74
Cristian Tello;W;Betis;1283;0.35;0.16;0.06;0.84;48;4.13;0.19;1.47;1.33;52.8;0.84;3.22
Lino Tempelmann;CM;Freiburg;270;0;0.07;0.04;3;60;0.67;0;0.33;0.67;66.7;0.67;5.33
Hidde ter Avest;FB;Udinese;351;0;0;0;0.26;20;1.54;0;0.26;0.77;75;0;4.62
Marc-André ter Stegen;GK;Barcelona;2790;0;0;0.07;0;0;0.03;0;0;0;0;0;0
Pietro Terracciano;GK;Fiorentina;272;0;0;0;0;0;0;0;0;0;0;0;0
Martin Terrier;W;Rennes;2436;0.33;0.21;0.12;1.99;42.5;5.31;0.17;0.74;0.96;56.5;1.51;5.13
Claudio Terzi;CB;Spezia;1869;0.05;0.01;0.06;2.16;61.6;0.48;0;0.38;0.19;57.1;0.14;3.56
Kenny Tete;FB;Fulham;1481;0;0.01;0.03;0;0;1.21;0;0;0.48;42.1;0.42;4.79
Kenny Tete;FB;Lyon;20;0;0;0;1.64;52.9;5;0.1;1.52;0;0;10;10
Cedric Teuchert;FW;Union Berlin;754;0.36;0.39;0.14;1.19;25;4.05;0.12;0.6;1.19;41.7;2.74;6.07
Florian Thauvin;W;Marseille;2732;0.26;0.27;0.12;0.53;38.1;4.18;0.3;1.68;1.94;56.7;2.43;3.55
Malick Thiaw;CB;Schalke 04;1452;0.06;0.03;0.06;2.73;61.1;0.87;0.01;0.12;0.12;66.7;0.37;4.04
Jan Thielmann;W;Köln;1029;0.18;0.1;0.1;1.23;34.1;1.84;0.06;0.26;0.44;62.5;1.67;5.18
Sada Thioub;W;Angers;1256;0.07;0.11;0.06;0.79;32.4;3.93;0.15;1.5;2.71;54.3;3.07;6.57
William Thomas Fish;CB;Manchester Utd;1;0;0;0;0;0;0;0;0;0;0;0;0
Luke Thomas;FB;Leicester City;969;0.09;0.03;0.04;1.67;40;1.57;0.02;0.65;0.93;58.8;1.2;5.46
Romain Thomas;CB;Angers;3024;0.12;0.07;0.14;3.21;67.9;0.71;0;0;0.12;80;0.18;3.45
Adrien Thomasson;AM;Strasbourg;2624;0.17;0.22;0.14;1.03;29.1;4.62;0.16;0.79;0.92;46.6;2.02;7.29
Erik Thommy;W;Stuttgart;313;0;0.14;0.05;1.14;57.1;4;0.26;1.14;0.86;50;2;3.71
Morten Thorsby;CM;Sampdoria;2648;0.1;0.13;0.15;5.31;53.6;2.07;0.03;0.2;0.41;70.6;0.78;7.31
Marcus Thuram;W;Mönchengladbach;1731;0.42;0.41;0.13;3.39;50;5.89;0.1;0.52;2.14;65.1;2.66;5.05
Khéphren Thuram-Ulie;CM;Nice;1494;0.12;0.05;0.08;1.27;45.7;0.84;0.02;0.96;0.96;80;0.6;4.7
Cheikh Tidiane Sabaly;W;Metz;12;0;0;0.03;0;0;0;0;0;0;0;10;10
Youri Tielemans;CM;Leicester City;3357;0.16;0.08;0.06;0.99;51.4;1.15;0.09;1.15;1.07;70.2;1.26;4.88
Kieran Tierney;FB;Arsenal;2299;0.04;0.02;0.03;0.75;29.7;2.04;0.16;1.33;0.86;52.4;0.63;2.55
Steffen Tigges;FW;Dortmund;56;0;0.33;0.04;10;75;6.67;0;0;0;0;1.67;10
Guus Til;AM;Freiburg;125;0;0.21;0.16;1.43;33.3;5.71;0;0;0;0;2.14;6.43
David Timor;CM;Getafe;1395;0;0.03;0.03;2.71;53.8;0.32;0.06;0.26;0.13;66.7;0.19;2.39
Jean-Clair Todibo;CB;Nice;1330;0.07;0.04;0.08;2.09;59.6;0.88;0.01;0.2;1.01;75;0.41;4.19
Karl Toko Ekambi;W;Lyon;2811;0.45;0.58;0.2;1.12;43.8;6.22;0.2;1.28;2.02;62.4;1.57;2.66
Corentin Tolisso;CM;Bayern Munich;781;0.11;0.26;0.19;1.84;57.1;2.87;0.06;0.57;0.69;66.7;0.8;4.37
Jeremy Toljan;FB;Sassuolo;1490;0;0.03;0.08;0.24;21.1;2.23;0.06;0.84;0.36;42.9;0.72;4.28
Rafael Tolói;CB;Atalanta;2537;0.07;0.12;0.13;2.02;73.1;1.91;0.03;0.67;0.43;50;0.53;4.65
Takehiro Tomiyasu;CB;Bologna;2715;0.07;0.04;0.08;3.51;64.6;0.83;0.02;0.33;0.6;62.1;0.5;4.04
James Tomkins;CB;Crystal Palace;553;0;0.03;0.09;2.3;58.3;0.98;0.02;0;0;0;0;1.8
Fikayo Tomori;CB;Chelsea;45;0;0;0;0;0;0;0;0;0;0;0;2
Fikayo Tomori;CB;Milan;1466;0.06;0.02;0.08;1.78;54.7;0.49;0;0;0.31;83.3;0.12;5.15
Sandro Tonali;CM;Milan;1330;0;0.03;0.05;0.41;37.5;0.74;0.09;0.74;0.41;60;0.88;4.59
Lorenzo Tonelli;CB;Sampdoria;1782;0.05;0.07;0.11;2.53;59.5;0.86;0;0;0;0;0.25;4.34
Toño;FB;Levante;726;0;0;0.02;0.62;38.5;1.23;0.05;0.86;1.23;52.6;1.23;3.09
Ömer Toprak;CB;Werder Bremen;1940;0.09;0.04;0.08;2.45;74.6;0.69;0;0;0.56;70.6;0.6;2.45
Tyron Tormin;W;Saint-Étienne;21;0;0;0.03;5;50;0;0;0;0;0;0;5
Ernesto Torregrossa;FW;Sampdoria;170;0.53;0.32;0.14;2.63;35.7;5.79;0.21;0.53;1.05;33.3;3.68;2.63
Lucas Torreira;CM;Atlético Madrid;518;0.17;0.03;0.08;0.86;38.5;0.86;0.1;0.52;0.17;100;1.38;3.1
Ferrán Torres;W;Manchester City;1306;0.48;0.37;0.15;0.9;36.1;4.83;0.13;1.03;1.31;43.2;2.07;4.62
Óliver Torres;CM;Sevilla;1400;0;0.05;0.08;0.19;14.3;2.18;0.11;1.79;1.92;76.9;1.6;5.9
Pau Torres;CB;Villarreal;2970;0.06;0.04;0.16;1.73;60.6;0.58;0.03;0.09;0.88;85.3;0.3;1.76
Roberto Torres;AM;Osasuna;1894;0.33;0.11;0.06;0.43;29;2.33;0.07;1.29;1.14;57.1;0.86;2.48
Lucas Torró;CM;Osasuna;1548;0;0.09;0.09;5.23;59.2;1.51;0.03;0.17;0.64;73.3;0.76;4.59
Jordan Torunarigha;CB;Hertha BSC;969;0;0.01;0.03;2.41;59.1;0.83;0.06;0.09;0.46;71.4;1.02;2.96
Cenk Tosun;FW;Everton;48;0;0;0;2;50;4;0.2;0;0;0;0;2
Abdoulaye Touré;CM;Nantes;1681;0.11;0.09;0.07;1.71;53.3;1.12;0.1;0.37;0.91;53.1;1.07;4.06
Almamy Touré;FB;Eintracht Frankfurt;704;0.13;0.14;0.09;2.44;50;3.33;0.15;2.69;1.67;68.4;1.28;4.74
Lucas Tousart;CM;Hertha BSC;2090;0.04;0.06;0.05;3.32;63.1;1.03;0.04;0.13;0.52;63.2;0.73;6.68
Andros Townsend;W;Crystal Palace;2258;0.04;0.09;0.06;0.2;17.2;1.39;0.15;1.59;1.75;64.7;2.35;5.34
Conor Townsend;FB;West Brom;2234;0;0.04;0.09;1.81;56.3;1.17;0.08;1.01;0.48;46.2;0.69;3.75
Mattéo Tramoni;W;Cagliari;74;0;0.13;0.05;0;0;0;0;0;0;0;5;15
Adama Traoré;W;Wolves;2649;0.07;0.07;0.05;2.65;51;3.98;0.18;0.88;5.44;74.4;2.89;3.64
Amadou Traore;W;Bordeaux;304;0;0.09;0.08;0.88;33.3;5.29;0.24;1.18;2.35;53.3;5.59;5
Bertrand Traoré;W;Aston Villa;2317;0.27;0.25;0.1;1.21;45.6;4.12;0.13;1.01;1.98;52.6;1.36;2.88
Boubacar Traoré;CM;Metz;54;1.67;0;0.01;0;0;0;0;0;1.67;100;3.33;5
Chaka Traorè;W;Parma;18;0;0.5;0.06;5;100;15;0;0;0;0;10;0
Charles Traore;FB;Nantes;1700;0.05;0.01;0.12;2.17;68.3;0.53;0.01;0.48;0.37;41.2;0.79;6.93
Cheick Traoré;FB;Lens;39;0;0;0;5;100;2.5;0;0;2.5;100;0;2.5
Hamari Traoré;FB;Rennes;3000;0.03;0.04;0.06;1.2;42.6;1.53;0.1;1.65;0.75;78.1;0.51;4.11
Ibrahima Traoré;W;Mönchengladbach;98;0;0;0;0;0;3.64;0.18;0.91;0.91;33.3;1.82;7.27
Ismaël Traoré;CB;Angers;2993;0.09;0.05;0.13;1.14;48.7;0.75;0.02;0.18;0.42;82.4;0.12;3.36
Kevin Trapp;GK;Eintracht Frankfurt;2970;0;0;0;0;0;0;0;0;0;0;0;0.03
Miguel Trauco;FB;Saint-Étienne;2035;0;0;0.02;0.84;47.5;0.62;0.12;1.37;0.49;37.9;0.75;4.51
Trézéguet;W;Aston Villa;1166;0.15;0.29;0.12;2.23;39.2;5.69;0.15;0.46;2;68.4;1;5.15
Manu Trigueros;CM;Villarreal;2527;0.04;0.1;0.09;0.71;41.7;1.25;0.18;1.67;0.78;75.9;1.42;4.84
Christopher Trimmel;FB;Union Berlin;2572;0.03;0.01;0.03;1.15;54.1;0.56;0.17;1.22;0.35;50;0.7;3.78
Francisco Trincão;W;Barcelona;706;0.38;0.4;0.14;0.51;30.8;7.18;0.13;1.28;2.82;61.1;2.69;3.33
Alessandro Tripaldelli;FB;Cagliari;300;0;0;0;2.12;46.7;0.91;0.06;0.3;0.61;33.3;1.82;3.94
Kieran Trippier;FB;Atlético Madrid;2475;0;0;0.04;1.93;67.1;0.65;0.13;2.29;0.65;78.3;0.55;4
Leandro Trossard;W;Brighton;2607;0.17;0.18;0.09;0.21;17.6;4.59;0.15;2.21;1.45;61.8;2.38;4.52
Alexis Trouillet;CM;Nice;109;0;0.08;0.04;0.83;33.3;3.33;0.33;1.67;0.83;50;2.5;5
Adrien Truffert;FB;Rennes;1951;0.05;0.07;0.06;0.83;42.9;2.07;0.09;0.97;0.69;46.9;1.11;4.1
Marvin Tshibuabua;CB;Saint-Étienne;43;0;0.2;0.14;8;66.7;4;0;0;2;100;0;4
Kostas Tsimikas;FB;Liverpool;7;0;0;0;0;0;0;0;0;0;0;10;30
Axel Tuanzebe;CB;Manchester Utd;404;0;0;0;1.33;46.2;0;0;0;0;0;0.22;3.56
Alessandro Tuia;CB;Benevento;1765;0.05;0.02;0.06;1.43;65.1;0.61;0.01;0.26;0.2;57.1;0.15;4.39
Ľubomír Tupta;FW;Hellas Verona;50;0;0.33;0.11;1.67;50;5;0;0;0;0;1.67;3.33
Tuta;CB;Eintracht Frankfurt;1459;0;0.01;0.04;2.53;56.2;0.62;0.02;0.12;0.37;85.7;0.86;4.2
Iyenoma Udogie;FB;Hellas Verona;170;0;0.16;0.29;1.58;37.5;0.53;0;0;0.53;50;0.53;6.84
Matthieu Udol;FB;Metz;1724;0;0.02;0.03;1.25;64.9;1.04;0.11;0.99;1.41;73;1.2;5.05
Naomichi Ueda;CB;Nîmes;711;0;0.01;0.05;1.52;66.7;0.51;0.06;0.51;0.13;50;0;1.77
Chimuanya Ugochukwu;CM;Rennes;65;0;0.14;0.03;0;0;2.86;0;0;1.43;100;0;10
Hwang Ui-jo;FW;Bordeaux;2503;0.43;0.37;0.14;1.37;37.3;4.5;0.08;0.43;0.9;41;1.04;3.49
Samir Ujkani;GK;Torino;90;0;0;0;0;0;0;0;0;0;0;0;0
Samuel Umtiti;CB;Barcelona;645;0;0.01;0.06;3.06;75.9;0.28;0;0;0.14;100;0.14;3.19
